taxonomy_id,l1_field,l2_domain,subfield_name,keyword_rank_within_subfield,keyword,keyword_norm,keyword_type,match_priority,keyword_weight,source_system,source_code
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,3,electrochemical sensing,electrochemical sensing,exact_or_near_exact,5,1,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,4,redox,redox,token_or_phrase_expansion,4,0.9,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,5,electrocatalysis,electrocatalysis,token_or_phrase_expansion,4,0.9,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,6,batteries,batteries,token_or_phrase_expansion,4,0.9,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,7,chemical synthesis,chemical synthesis,token_or_phrase_expansion,4,0.9,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,8,molecular characterization,molecular characterization,token_or_phrase_expansion,4,0.9,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,9,reaction mechanisms,reaction mechanisms,domain_seed,3,0.75,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,10,analytical methods,analytical methods,domain_seed,3,0.75,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,11,materials chemistry,materials chemistry,domain_seed,3,0.75,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,12,chemical bonding,chemical bonding,domain_seed,3,0.75,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,13,laboratory methods,laboratory methods,domain_seed,3,0.75,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,14,molecular design,molecular design,domain_seed,3,0.75,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,15,empirical measurement,empirical measurement,contextual_seed,2,0.6,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,16,theoretical model,theoretical model,contextual_seed,2,0.6,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,17,laboratory experiment,laboratory experiment,contextual_seed,2,0.6,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,18,field data,field data,contextual_seed,2,0.6,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,19,electrochemistry methods,electrochemistry methods,contextual_seed,2,0.6,Scopus ASJC,1603
TX0046,Natural Sciences & Mathematics,Chemistry,Electrochemistry,20,electrochemistry research,electrochemistry research,contextual_seed,2,0.6,Scopus ASJC,1603
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,1,general biochemistry,general biochemistry,exact_or_near_exact,5,1,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,2,metabolism,metabolism,exact_or_near_exact,5,1,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,3,enzymes,enzymes,exact_or_near_exact,5,1,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,4,metabolomics,metabolomics,token_or_phrase_expansion,4,0.9,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,5,protein chemistry,protein chemistry,token_or_phrase_expansion,4,0.9,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,6,cell metabolism,cell metabolism,token_or_phrase_expansion,4,0.9,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,7,chemical synthesis,chemical synthesis,token_or_phrase_expansion,4,0.9,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,8,molecular characterization,molecular characterization,token_or_phrase_expansion,4,0.9,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,9,reaction mechanisms,reaction mechanisms,domain_seed,3,0.75,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,10,analytical methods,analytical methods,domain_seed,3,0.75,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,11,materials chemistry,materials chemistry,domain_seed,3,0.75,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,12,chemical bonding,chemical bonding,domain_seed,3,0.75,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,13,laboratory methods,laboratory methods,domain_seed,3,0.75,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,14,molecular design,molecular design,domain_seed,3,0.75,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,15,empirical measurement,empirical measurement,contextual_seed,2,0.6,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,16,theoretical model,theoretical model,contextual_seed,2,0.6,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,17,laboratory experiment,laboratory experiment,contextual_seed,2,0.6,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,18,field data,field data,contextual_seed,2,0.6,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,19,general biochemistry methods,general biochemistry methods,contextual_seed,2,0.6,Scopus ASJC,1300
TX0047,Natural Sciences & Mathematics,Chemistry,General Biochemistry,20,general biochemistry research,general biochemistry research,contextual_seed,2,0.6,Scopus ASJC,1300
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,1,general chemistry,general chemistry,exact_or_near_exact,5,1,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,2,chemical synthesis,chemical synthesis,exact_or_near_exact,5,1,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,3,molecular characterization,molecular characterization,exact_or_near_exact,5,1,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,4,reaction mechanisms,reaction mechanisms,token_or_phrase_expansion,4,0.9,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,5,analytical methods,analytical methods,token_or_phrase_expansion,4,0.9,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,6,materials chemistry,materials chemistry,token_or_phrase_expansion,4,0.9,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,7,chemical bonding,chemical bonding,token_or_phrase_expansion,4,0.9,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,8,laboratory methods,laboratory methods,token_or_phrase_expansion,4,0.9,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,9,molecular design,molecular design,domain_seed,3,0.75,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,10,empirical measurement,empirical measurement,domain_seed,3,0.75,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,11,theoretical model,theoretical model,domain_seed,3,0.75,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,12,laboratory experiment,laboratory experiment,domain_seed,3,0.75,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,13,field data,field data,domain_seed,3,0.75,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,14,general chemistry methods,general chemistry methods,domain_seed,3,0.75,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,15,general chemistry research,general chemistry research,contextual_seed,2,0.6,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,16,general chemistry analysis,general chemistry analysis,contextual_seed,2,0.6,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,17,general chemistry model,general chemistry model,contextual_seed,2,0.6,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,18,general chemistry applications,general chemistry applications,contextual_seed,2,0.6,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,19,general chemistry evaluation,general chemistry evaluation,contextual_seed,2,0.6,Scopus ASJC,1600
TX0048,Natural Sciences & Mathematics,Chemistry,General Chemistry,20,general chemistry topic 1,general chemistry topic 1,contextual_seed,2,0.6,Scopus ASJC,1600
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,1,inorganic chemistry,inorganic chemistry,exact_or_near_exact,5,1,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,2,coordination chemistry,coordination chemistry,exact_or_near_exact,5,1,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,3,metal complexes,metal complexes,exact_or_near_exact,5,1,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,4,solid state chemistry,solid state chemistry,token_or_phrase_expansion,4,0.9,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,5,inorganic synthesis,inorganic synthesis,token_or_phrase_expansion,4,0.9,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,6,main group chemistry,main group chemistry,token_or_phrase_expansion,4,0.9,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,7,chemical synthesis,chemical synthesis,token_or_phrase_expansion,4,0.9,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,8,molecular characterization,molecular characterization,token_or_phrase_expansion,4,0.9,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,9,reaction mechanisms,reaction mechanisms,domain_seed,3,0.75,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,10,analytical methods,analytical methods,domain_seed,3,0.75,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,11,materials chemistry,materials chemistry,domain_seed,3,0.75,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,12,chemical bonding,chemical bonding,domain_seed,3,0.75,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,13,laboratory methods,laboratory methods,domain_seed,3,0.75,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,14,molecular design,molecular design,domain_seed,3,0.75,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,15,empirical measurement,empirical measurement,contextual_seed,2,0.6,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,16,theoretical model,theoretical model,contextual_seed,2,0.6,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,17,laboratory experiment,laboratory experiment,contextual_seed,2,0.6,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,18,field data,field data,contextual_seed,2,0.6,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,19,inorganic chemistry methods,inorganic chemistry methods,contextual_seed,2,0.6,Scopus ASJC,1604
TX0049,Natural Sciences & Mathematics,Chemistry,Inorganic Chemistry,20,inorganic chemistry research,inorganic chemistry research,contextual_seed,2,0.6,Scopus ASJC,1604
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,1,macromolecular and materials chemistry,macromolecular and materials chemistry,exact_or_near_exact,5,1,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,2,macromolecular,macromolecular,exact_or_near_exact,5,1,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,3,materials chemistry,materials chemistry,exact_or_near_exact,5,1,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,4,chemical synthesis,chemical synthesis,token_or_phrase_expansion,4,0.9,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,5,molecular characterization,molecular characterization,token_or_phrase_expansion,4,0.9,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,6,reaction mechanisms,reaction mechanisms,token_or_phrase_expansion,4,0.9,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,7,analytical methods,analytical methods,token_or_phrase_expansion,4,0.9,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,8,chemical bonding,chemical bonding,token_or_phrase_expansion,4,0.9,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,9,laboratory methods,laboratory methods,domain_seed,3,0.75,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,10,molecular design,molecular design,domain_seed,3,0.75,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,11,empirical measurement,empirical measurement,domain_seed,3,0.75,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,12,theoretical model,theoretical model,domain_seed,3,0.75,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,13,laboratory experiment,laboratory experiment,domain_seed,3,0.75,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,14,field data,field data,domain_seed,3,0.75,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,15,macromolecular and materials chemistry methods,macromolecular and materials chemistry methods,contextual_seed,2,0.6,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,16,macromolecular and materials chemistry research,macromolecular and materials chemistry research,contextual_seed,2,0.6,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,17,macromolecular and materials chemistry analysis,macromolecular and materials chemistry analysis,contextual_seed,2,0.6,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,18,macromolecular and materials chemistry model,macromolecular and materials chemistry model,contextual_seed,2,0.6,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,19,macromolecular and materials chemistry applications,macromolecular and materials chemistry applications,contextual_seed,2,0.6,Custom Extension,3403
TX0050,Natural Sciences & Mathematics,Chemistry,Macromolecular and materials chemistry,20,macromolecular and materials chemistry evaluation,macromolecular and materials chemistry evaluation,contextual_seed,2,0.6,Custom Extension,3403
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,1,medicinal and biomolecular chemistry,medicinal and biomolecular chemistry,exact_or_near_exact,5,1,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,2,medicinal,medicinal,exact_or_near_exact,5,1,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,3,biomolecular chemistry,biomolecular chemistry,exact_or_near_exact,5,1,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,4,chemical synthesis,chemical synthesis,token_or_phrase_expansion,4,0.9,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,5,molecular characterization,molecular characterization,token_or_phrase_expansion,4,0.9,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,6,reaction mechanisms,reaction mechanisms,token_or_phrase_expansion,4,0.9,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,7,analytical methods,analytical methods,token_or_phrase_expansion,4,0.9,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,8,materials chemistry,materials chemistry,token_or_phrase_expansion,4,0.9,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,9,chemical bonding,chemical bonding,domain_seed,3,0.75,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,10,laboratory methods,laboratory methods,domain_seed,3,0.75,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,11,molecular design,molecular design,domain_seed,3,0.75,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,12,empirical measurement,empirical measurement,domain_seed,3,0.75,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,13,theoretical model,theoretical model,domain_seed,3,0.75,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,14,laboratory experiment,laboratory experiment,domain_seed,3,0.75,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,15,field data,field data,contextual_seed,2,0.6,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,16,medicinal and biomolecular chemistry methods,medicinal and biomolecular chemistry methods,contextual_seed,2,0.6,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,17,medicinal and biomolecular chemistry research,medicinal and biomolecular chemistry research,contextual_seed,2,0.6,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,18,medicinal and biomolecular chemistry analysis,medicinal and biomolecular chemistry analysis,contextual_seed,2,0.6,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,19,medicinal and biomolecular chemistry model,medicinal and biomolecular chemistry model,contextual_seed,2,0.6,Custom Extension,3404
TX0051,Natural Sciences & Mathematics,Chemistry,Medicinal and biomolecular chemistry,20,medicinal and biomolecular chemistry applications,medicinal and biomolecular chemistry applications,contextual_seed,2,0.6,Custom Extension,3404
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,1,organic chemistry,organic chemistry,exact_or_near_exact,5,1,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,2,organic synthesis,organic synthesis,exact_or_near_exact,5,1,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,3,reaction mechanism,reaction mechanism,exact_or_near_exact,5,1,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,4,heterocycles,heterocycles,token_or_phrase_expansion,4,0.9,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,5,medicinal chemistry,medicinal chemistry,token_or_phrase_expansion,4,0.9,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,6,catalytic synthesis,catalytic synthesis,token_or_phrase_expansion,4,0.9,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,7,chemical synthesis,chemical synthesis,token_or_phrase_expansion,4,0.9,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,8,molecular characterization,molecular characterization,token_or_phrase_expansion,4,0.9,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,9,reaction mechanisms,reaction mechanisms,domain_seed,3,0.75,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,10,analytical methods,analytical methods,domain_seed,3,0.75,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,11,materials chemistry,materials chemistry,domain_seed,3,0.75,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,12,chemical bonding,chemical bonding,domain_seed,3,0.75,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,13,laboratory methods,laboratory methods,domain_seed,3,0.75,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,14,molecular design,molecular design,domain_seed,3,0.75,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,15,empirical measurement,empirical measurement,contextual_seed,2,0.6,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,16,theoretical model,theoretical model,contextual_seed,2,0.6,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,17,laboratory experiment,laboratory experiment,contextual_seed,2,0.6,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,18,field data,field data,contextual_seed,2,0.6,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,19,organic chemistry methods,organic chemistry methods,contextual_seed,2,0.6,Scopus ASJC,1605
TX0052,Natural Sciences & Mathematics,Chemistry,Organic Chemistry,20,organic chemistry research,organic chemistry research,contextual_seed,2,0.6,Scopus ASJC,1605
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,1,physical and theoretical chemistry,physical and theoretical chemistry,exact_or_near_exact,5,1,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,2,physical,physical,exact_or_near_exact,5,1,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,3,theoretical chemistry,theoretical chemistry,exact_or_near_exact,5,1,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,4,chemical synthesis,chemical synthesis,token_or_phrase_expansion,4,0.9,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,5,molecular characterization,molecular characterization,token_or_phrase_expansion,4,0.9,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,6,reaction mechanisms,reaction mechanisms,token_or_phrase_expansion,4,0.9,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,7,analytical methods,analytical methods,token_or_phrase_expansion,4,0.9,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,8,materials chemistry,materials chemistry,token_or_phrase_expansion,4,0.9,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,9,chemical bonding,chemical bonding,domain_seed,3,0.75,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,10,laboratory methods,laboratory methods,domain_seed,3,0.75,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,11,molecular design,molecular design,domain_seed,3,0.75,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,12,empirical measurement,empirical measurement,domain_seed,3,0.75,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,13,theoretical model,theoretical model,domain_seed,3,0.75,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,14,laboratory experiment,laboratory experiment,domain_seed,3,0.75,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,15,field data,field data,contextual_seed,2,0.6,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,16,physical and theoretical chemistry methods,physical and theoretical chemistry methods,contextual_seed,2,0.6,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,17,physical and theoretical chemistry research,physical and theoretical chemistry research,contextual_seed,2,0.6,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,18,physical and theoretical chemistry analysis,physical and theoretical chemistry analysis,contextual_seed,2,0.6,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,19,physical and theoretical chemistry model,physical and theoretical chemistry model,contextual_seed,2,0.6,Scopus ASJC,1606
TX0053,Natural Sciences & Mathematics,Chemistry,Physical and Theoretical Chemistry,20,physical and theoretical chemistry applications,physical and theoretical chemistry applications,contextual_seed,2,0.6,Scopus ASJC,1606
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,1,physical chemistry,physical chemistry,exact_or_near_exact,5,1,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,2,chemical synthesis,chemical synthesis,exact_or_near_exact,5,1,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,3,molecular characterization,molecular characterization,exact_or_near_exact,5,1,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,4,reaction mechanisms,reaction mechanisms,token_or_phrase_expansion,4,0.9,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,5,analytical methods,analytical methods,token_or_phrase_expansion,4,0.9,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,6,materials chemistry,materials chemistry,token_or_phrase_expansion,4,0.9,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,7,chemical bonding,chemical bonding,token_or_phrase_expansion,4,0.9,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,8,laboratory methods,laboratory methods,token_or_phrase_expansion,4,0.9,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,9,molecular design,molecular design,domain_seed,3,0.75,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,10,empirical measurement,empirical measurement,domain_seed,3,0.75,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,11,theoretical model,theoretical model,domain_seed,3,0.75,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,12,laboratory experiment,laboratory experiment,domain_seed,3,0.75,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,13,field data,field data,domain_seed,3,0.75,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,14,physical chemistry methods,physical chemistry methods,domain_seed,3,0.75,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,15,physical chemistry research,physical chemistry research,contextual_seed,2,0.6,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,16,physical chemistry analysis,physical chemistry analysis,contextual_seed,2,0.6,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,17,physical chemistry model,physical chemistry model,contextual_seed,2,0.6,Custom Extension,3406
TX0054,Natural Sciences & Mathematics,Chemistry,Physical chemistry,18,physical chemistry applications,physical chemistry applications,contextual_seed,2,0.6,Custom Extension,3406
